combined,Dignity,Solidarity,Plurality,Subsidiarity,Reciprocity,Sustainability,,Manual,Dignity,Solidarity,Plurality,Subsidiarity,Reciprocity,Sustainability,,Boxplots,,,,,Boxplot Data,0,0.25,0.75,1,,Boxplot Data,0.01,0.25,0.75,0.99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
And that the farmers are paid fairly.,0.633183648017,0.674742295143,0.634100554730,0.631102455463,0.633437985261,0.646847326002,,,1,0,0,0,2,0,,1,Subsidiarity,13,E,M,Subsidiarity=1,0.6637891627,0.680789228,0.7182242952,0.7476146273,,Subsidiarity=1,0.6646404964,0.680789228,0.7182242952,0.7461003169,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Regional produce - worldwide At SONNENTOR, farmers benefit from the fruits of their work - and with them, whole regions.",0.626716412623,0.680115791203,0.647808926038,0.642384652149,0.658246818604,0.674685543228,,,0,2,0,0,0,0,,2,Subsidiarity,13,E,M,Subsidiarity=2,0.6497526622,0.6612456139,0.701117074,0.7608655952,,Subsidiarity=2,0.6498852593,0.6612456139,0.701117074,0.7586225348,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Due to the sustainable practice of our international cultivation partners, value is added to their products.",0.674680567572,0.725579935050,0.732351988490,0.691071068686,0.702497194446,0.756357549217,,,0,0,0,0,0,2,,0,Reciprocity,14,F,N,Reciprocity=0,0.4886381822,0.5646341333,0.6166013025,0.7613622469,,Reciprocity=0,0.5054261664,0.5646341333,0.6166013025,0.710625907,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Products are harvested by hand and processed on site.,0.592087956455,0.625918920064,0.583906774802,0.569932458130,0.573032903160,0.621751686296,,,0,0,0,0,0,0,,1,Reciprocity,14,F,N,Reciprocity=1,0.5284657026,0.5947716507,0.6691086698,0.7338386841,,Reciprocity=1,0.5295819168,0.5947716507,0.6691086698,0.7241000969,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
This creates jobs in rural areas and secures the existence of many farmers' families over several generations.,0.585576237201,0.637918165610,0.643720877992,0.637578225700,0.632523865338,0.652675430091,,,0,2,0,0,0,0,,2,Reciprocity,14,F,N,Reciprocity=2,0.5564705829,0.6312322975,0.6971578232,0.7523514681,,Reciprocity=2,0.5574560661,0.6312322975,0.6971578232,0.7438887916,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Because organic cultivation protects the soils and sets the best conditions for long-term, fertile harvests.",0.568134669775,0.625486312114,0.603849620093,0.603329735806,0.603015353041,0.660704574394,,,0,0,0,0,0,2,,0,Sustainability,15,G,O,Sustainability=0,0.4677668075,0.5874885929,0.6458520119,0.7760320943,,Sustainability=0,0.5121309594,0.5874885929,0.6458520119,0.7163003104,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"We are convinced that this is the right path of international cooperation, and many more companies will eventually take the step towards direct trade.",0.672065118151,0.732869284277,0.710497974957,0.704577932966,0.694659008610,0.696188503612,,,0,0,0,0,2,0,,1,Sustainability,15,G,O,Sustainability=1,0.5288737403,0.605940808,0.6611443658,0.7634029446,,Sustainability=1,0.5450235798,0.605940808,0.6611443658,0.7336685083,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A start has been made.,0.606104251915,0.630466941316,0.615342554056,0.609464781112,0.599648200612,0.624791777517,,,0,0,0,0,0,0,,2,Sustainability,15,G,O,Sustainability=2,0.5509643434,0.6231389663,0.7073238426,0.7986890111,,Sustainability=2,0.5637686199,0.6231389663,0.7073238426,0.7936242353,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Gallery Fairness, worldwide!",0.628513563118,0.676382808564,0.667280518211,0.605345451908,0.617636373521,0.621102368036,,,0,0,0,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"NEW ZEALAND - LAND OF MANUKA HONEY Bernhard Schneider is the only organic beekeeper within 45,000 hectares of land.",0.567929855840,0.607032750272,0.581681839191,0.596208759279,0.589158627235,0.624401621898,,,0,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"In total, he has access to 732 hectares of land for his honey production, of which 300 hectares are part of an afforestation program.",0.557597417533,0.592384869258,0.584810931230,0.589648410071,0.587110790228,0.624979265174,,,0,0,0,0,0,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"This project not only produces delicious honey, but the planting and conservation of trees also compensates for large amounts of CO2.",0.556323967498,0.606803654417,0.607574803556,0.592315343600,0.595783363715,0.680630959584,,,0,0,0,0,0,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Manuka honey Maori, the natives of New Zealand, have known of the extraordinary qualities of this honey for a long time.",0.582578876922,0.634116880278,0.620054624093,0.568610206534,0.614156117334,0.603511307766,,,0,0,0,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Manuka honey originates from the flower nectar of the Manuka myrtle, or just Manuka, a hardy bush in the mountainous regions of New Zealand.",0.531473822729,0.570728541035,0.561361570701,0.540550716968,0.560049859715,0.563923979525,,,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Honey extracted from this plant has special healing properties.,0.531412622501,0.574181979771,0.566758186687,0.542906598917,0.564226452749,0.564341404756,,,0,0,0,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Manuka honey is full-bodied in flavour and to preserve the special properties of the honey, it should not be heated and therefore not used in hot tea.",0.562842617049,0.561181201371,0.582550477928,0.532332823854,0.538411926488,0.541235321828,,,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
It has a slightly minty flavour at the finish.,0.569069343496,0.625546888794,0.579661887848,0.583762032327,0.590675117044,0.599205573794,,,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Manuka honey is best enjoyed on an empty stomach and never with hot liquid, so that it can unfold its full potential.",0.581942972871,0.598534457940,0.597440280625,0.571164727857,0.581893906451,0.558740117370,,,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bee happy!,0.530988281239,0.555554065942,0.578116520701,0.565276552443,0.545009892333,0.547270776855,,,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Contribution to nature conservation No intervention in the natural cycles of the insects, counteracts bee die-off and SONNENTOR thyme oil is used as a natural and effective remedy against Varroa mite.",0.552246126459,0.586734383460,0.600224531687,0.595886454744,0.584009271579,0.681669758871,,,0,0,0,0,0,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Consequently, the burning of infested beehives can be prevented.",0.555646483600,0.570747154866,0.610905788256,0.600647838342,0.563900883311,0.619233575114,,,0,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Further, enough honey is left for the bees in the hives, no additional sugar is needed to feed them and no chemicals are added to the hives.",0.572502003751,0.592717061041,0.581511793355,0.586403177077,0.567788513063,0.610642597951,,,0,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Measurement of the valence of Manuka honey TA factor TA means total activity and shows the disinfecting effect of the honey by measuring the natural peroxide activity.,0.575200159029,0.635565711852,0.615213216211,0.600907978731,0.628962759521,0.588870241039,,,0,0,0,0,0,0,,Gauss Curve Data,,,,List,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"In principle, the higher the factor, the more valuable the honey.",0.598563010056,0.632123800774,0.659267553150,0.614097354602,0.638927631240,0.624267770615,,,0,0,0,0,0,0,,Variance,Mean,Stddev,Label,0.6,0.615,0.63,0.645,0.66,0.675,0.69,0.705,0.72,0.735,0.75,0.765,0.78,0.795,0.81,0.825,0.84,0.855,0.87,0.885,0.9,0.915,0.93,0.945,0.96,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Each honey has a TA-factor, but with Manuka honey it is particularly high.",0.562173161733,0.615670059425,0.610154502438,0.584990393309,0.613291049136,0.572952616364,,,0,0,0,0,0,0,,0.001930738224,0.595156824178,0.0439401664,Dignity=0,0.09024232329,0.08199053341,0.06629890092,0.04771315323,0.03056040333,0.01742084503,0.00883829567,0.003990772837,0.001603742587,0.0005735898918,0.0001825818022,0.00005172525764,0.00001304178416,0.000002926580856,0.0000005844847968,0.0000001038903199,0.00000001643486425,0.000000002313909301,0.0000000002899450609,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"We have opted for the TA-Factor, since this factor cannot be influenced unlike other factors and can be clearly measured and not manipulated.",0.618052000065,0.646430446681,0.639926059627,0.623201080231,0.626892196450,0.615789011064,,,0,0,0,0,1,0,,0.001483918995,0.616608537505,0.03852166916,Dignity=1,0.09437126743,0.1034728345,0.09749060711,0.07893126693,0.05491427355,0.03283003018,0.01686580953,0.007445484623,0.002824415725,0.0009206915151,0.0002578989245,0.00006207758187,0.00001284014482,0.000002282206419,0.0000003485698291,0.00000004574825515,0.000000005159518167,0.0000000005000271978,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"The TA factor is ascertained by drawing a sample, applying it to a nutrient agar plate and measuring the percentage of the bacteria on the nutrient plate that have been killed by the honey.",0.571607801761,0.607314341903,0.591376566863,0.581363593477,0.595239263204,0.579054353622,,,0,0,0,0,0,0,,0.001933046148,0.678967453007,0.04396642069,Dignity=2,0.01808375472,0.03148733003,0.04880144295,0.06732542277,0.08267517328,0.09036926233,0.08792572527,0.0761483996,0.05870231113,0.0402809049,0.02460327016,0.01337630157,0.006473346677,0.002788504049,0.001069210689,0.0003649260805,0.0001108654215,0.00002998036533,0.000007216511831,0.000001546205928,0.0000002948878904,0.00000005006061055,0.000000007564582162,0.000000001017474059,0.0000000001218179663,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MGO factor refers to the level of methylglyoxal in the honey.,0.542231866360,0.582047234767,0.565427160409,0.560238272436,0.580328113498,0.550610217583,,,0,0,0,0,0,0,,0.001749520611,0.616340030004,0.04182727114,Solidarity=0,0.08837133498,0.09532957518,0.09042546223,0.07542245335,0.05531684607,0.03567475537,0.02023072445,0.01008808432,0.004423365338,0.001705468707,0.0005782045933,0.0001723717765,0.00004518534636,0.00001041539899,0.000002111062276,0.0000003762469747,0.0000000589646637,0.000000008125638049,0.0000000009846229585,0.0000000001049129939,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Methylglyoxal is produced by the degradation of glucose.,0.532489778603,0.534823416445,0.511451842401,0.528245272448,0.532400537689,0.523043104364,,,0,0,0,0,0,0,,0.002138749253,0.647675393150,0.04624661342,Solidarity=1,0.05070586375,0.06720915444,0.08018814591,0.08611987804,0.08325457998,0.07244765888,0.05674819752,0.04001209407,0.02539463556,0.01450788758,0.007460670722,0.003453528606,0.001438996496,0.0005397192509,0.0001822164475,0.00005537563705,0.00001514821253,0.000003730057592,0.0000008267632792,0.0000001649522769,0.00000002962422135,0.000000004789024594,0.000000000696881097,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Among other things, MGO is responsible for premature aging of the cells and is also produced during the combustion of diesel.",0.547230422409,0.553334757265,0.545057209235,0.561578311863,0.538192918447,0.586540900365,,,0,0,0,0,0,0,,0.001831606043,0.694912699154,0.04279726677,Solidarity=2,0.007970671464,0.01630771015,0.02950808444,0.04722141642,0.0668323851,0.08365364511,0.09260463776,0.09066309975,0.078501571,0.06011406426,0.04071212702,0.02438492662,0.01291722046,0.006051550319,0.002507345516,0.0009187803082,0.0002977550468,0.00008534076712,0.00002163236051,0.000004849547753,0.0000009614983133,0.0000001685954197,0.00000002614526063,0.000000003585833643,0.0000000004349479199,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"MGO is also formed when honey is heated, the higher the MGO value, the more likely the honey has been heated.",0.548815047566,0.583110539186,0.576773039136,0.571395808863,0.594590256763,0.547368298987,,,0,0,0,0,0,0,,0.002018233231,0.614939597222,0.04492475077,Plurality=0,0.08402540175,0.08880225555,0.08394999288,0.07099055932,0.05369870344,0.0363337538,0.02199074821,0.01190564724,0.005765663368,0.002497634138,0.0009678133951,0.0003354576523,0.0001040080718,0.00002884560518,0.000007156085683,0.000001588015279,0.0000003152224126,0.00000005597096161,0.000000008889794374,0.000000001263001686,0.0000000001605090087,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Our Manuka honey is unheated - because honey should not be exposed to temperatures above 39  C.,0.533188965028,0.528821888143,0.539228235613,0.514797587146,0.517081838584,0.512873369580,,,0,0,0,0,0,0,,0.002058354944,0.703503415956,0.04536909679,Plurality=1,0.006515996894,0.01311652524,0.0236692089,0.03828914763,0.05552577985,0.07218395071,0.08412278483,0.08788477543,0.08230773789,0.06910264915,0.05200866914,0.03509003463,0.0212235909,0.01150749903,0.00559332482,0.002437171816,0.0009519831601,0.0003333491849,0.0001046397134,0.00002944561966,0.000007427999524,0.000001679770883,0.0000003405298939,0.00000006188529277,0.00000001008199944,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
The MGO value also increases during storing of honey.,0.543159301794,0.570625416948,0.584166037606,0.569074387375,0.600399178252,0.582557765693,,,0,0,0,0,0,0,,0.002233770613,0.693208760522,0.04726278253,Plurality=2,0.01207350338,0.02146784884,0.03451427584,0.05017230104,0.06594536703,0.07837175581,0.08421508281,0.08182296259,0.07188123607,0.05709668444,0.04100730794,0.02662972281,0.01563604993,0.008301230406,0.003984858498,0.001729570849,0.0006787640401,0.0002408542487,0.00007727603207,0.00002241766283,0.000005880183355,0.000001394589594,0.0000002990590773,0.00000005798592296,0.0000000101658378,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
