combined,Dignity,Solidarity,Plurality,Subsidiarity,Reciprocity,Sustainability,,Manual,Dignity,Solidarity,Plurality,Subsidiarity,Reciprocity,Sustainability,,Boxplots,,,,,Boxplot Data,0,0.25,0.75,1,,Boxplot Data,0.01,0.25,0.75,0.99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"This way, we can be 100 certain that their goods meet our high quality and organic standards.",0.528100971214,0.480830662787,0.497752131215,0.531708183977,0.567176804721,0.532411484595,,,0,0,0,0,2,1,,0,Subsidiarity,13,E,M,Subsidiarity=0,0.3062495499,0.4052013051,0.467828044,0.6116992389,,Subsidiarity=0,0.3375264009,0.4052013051,0.467828044,0.5692970858,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
And that the farmers are paid fairly.,0.500677829343,0.544690180593,0.451534687174,0.537362002263,0.527448902150,0.481847471583,,,1,0,0,0,2,0,,1,Subsidiarity,13,E,M,Subsidiarity=1,0.5095802706,0.5310342545,0.561048836,0.5698653254,,Subsidiarity=1,0.5104581407,0.5310342545,0.561048836,0.5694410022,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Regional produce - worldwide At SONNENTOR, farmers benefit from the fruits of their work - and with them, whole regions.",0.472232590022,0.538726200206,0.461677352261,0.471128041898,0.506350174046,0.490410025807,,,0,2,0,0,0,0,,2,Subsidiarity,13,E,M,Subsidiarity=2,0.4636984273,0.5091731025,0.5650726392,0.5679749433,,Subsidiarity=2,0.4659475058,0.5091731025,0.5650726392,0.5678416317,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Due to the sustainable practice of our international cultivation partners, value is added to their products.",0.554080612906,0.544127845046,0.523649782919,0.498730240481,0.626885720967,0.620544111741,,,0,0,0,0,0,2,,0,Reciprocity,14,F,N,Reciprocity=0,0.3198930301,0.4211008074,0.4884142455,0.626885721,,Reciprocity=0,0.340199813,0.4211008074,0.4884142455,0.5971424579,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Products are harvested by hand and processed on site.,0.509571783506,0.495876753054,0.442570303481,0.488028979326,0.550287190203,0.508739032674,,,0,0,0,0,0,0,,1,Reciprocity,14,F,N,Reciprocity=1,0.3623012891,0.4614083516,0.5603768568,0.652237302,,Reciprocity=1,0.3701394108,0.4614083516,0.5603768568,0.6456954376,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
This creates jobs in rural areas and secures the existence of many farmers' families over several generations.,0.494031853227,0.586687419653,0.478002167289,0.464153454549,0.549646145519,0.511555280773,,,0,2,0,0,0,0,,2,Reciprocity,14,F,N,Reciprocity=2,0.4514974956,0.5123220997,0.5939620417,0.6885985909,,Reciprocity=2,0.4576327205,0.5123220997,0.5939620417,0.6878134724,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Because organic cultivation protects the soils and sets the best conditions for long-term, fertile harvests.",0.481070561818,0.522013101078,0.497607334421,0.495931776331,0.522482461152,0.552639739102,,,0,0,0,0,0,2,,0,Sustainability,15,G,O,Sustainability=0,0.2578244283,0.4011187419,0.4730498275,0.6273280091,,Sustainability=0,0.3107943518,0.4011187419,0.4730498275,0.5732387232,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"We are convinced that this is the right path of international cooperation, and many more companies will eventually take the step towards direct trade.",0.512177427565,0.527800749495,0.523277852426,0.512786856102,0.627680465067,0.505134766825,,,0,0,0,0,2,0,,1,Sustainability,15,G,O,Sustainability=1,0.3458778475,0.4393055241,0.5065670306,0.6973262491,,Sustainability=1,0.3565399692,0.4393055241,0.5065670306,0.609877924,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A start has been made.,0.452610058816,0.488968765919,0.443477975084,0.428201863769,0.478057633931,0.419327368032,,,0,0,0,0,0,0,,2,Sustainability,15,G,O,Sustainability=2,0.3666116544,0.4601959092,0.5718243705,0.7301884744,,Sustainability=2,0.3961034049,0.4601959092,0.5718243705,0.7194388043,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Gallery Fairness, worldwide!",0.472760731438,0.492929089437,0.534779879033,0.478161278417,0.492912824283,0.452622297589,,,0,0,0,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"NEW ZEALAND - LAND OF MANUKA HONEY Bernhard Schneider is the only organic beekeeper within 45,000 hectares of land.",0.457370504826,0.457568759287,0.440211175019,0.430685499823,0.467041058487,0.469680017423,,,0,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"In total, he has access to 732 hectares of land for his honey production, of which 300 hectares are part of an afforestation program.",0.414125424802,0.442868536882,0.406382625110,0.427793747514,0.461405505784,0.454054059324,,,0,0,0,0,0,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"This project not only produces delicious honey, but the planting and conservation of trees also compensates for large amounts of CO2.",0.439028722558,0.488851771803,0.434734068502,0.449034014100,0.514104848100,0.525350341902,,,0,0,0,0,0,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Manuka honey Maori, the natives of New Zealand, have known of the extraordinary qualities of this honey for a long time.",0.425562237042,0.435325069783,0.425947919908,0.382605569330,0.460936689832,0.417029902581,,,0,0,0,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Manuka honey originates from the flower nectar of the Manuka myrtle, or just Manuka, a hardy bush in the mountainous regions of New Zealand.",0.404003696943,0.418384646140,0.406043180814,0.381267701455,0.459167747367,0.417489272987,,,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Honey extracted from this plant has special healing properties.,0.436194678530,0.452074658533,0.395379385000,0.390240659866,0.500239588304,0.408380846301,,,0,0,0,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Manuka honey is full-bodied in flavour and to preserve the special properties of the honey, it should not be heated and therefore not used in hot tea.",0.431161754344,0.396895143326,0.417900287123,0.415953904093,0.471360836522,0.392501307723,,,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
It has a slightly minty flavour at the finish.,0.421897339392,0.397221225569,0.418788104880,0.416290809149,0.442355221577,0.413170094894,,,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Manuka honey is best enjoyed on an empty stomach and never with hot liquid, so that it can unfold its full potential.",0.419220998819,0.425189277313,0.407880014863,0.428173392845,0.457495724398,0.369285091957,,,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bee happy!,0.365098922865,0.366172471377,0.313294113341,0.361141899400,0.385221944171,0.316161914741,,,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Contribution to nature conservation No intervention in the natural cycles of the insects, counteracts bee die-off and SONNENTOR thyme oil is used as a natural and effective remedy against Varroa mite.",0.399839008324,0.471911153679,0.458351357073,0.438808156087,0.484231583381,0.464309311028,,,0,0,0,0,0,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Consequently, the burning of infested beehives can be prevented.",0.393972998455,0.446871426401,0.420687760791,0.441332396504,0.474122267591,0.436327533242,,,0,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Further, enough honey is left for the bees in the hives, no additional sugar is needed to feed them and no chemicals are added to the hives.",0.386709411052,0.424578954151,0.396075489877,0.458620560556,0.464121922380,0.440560045091,,,0,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Measurement of the valence of Manuka honey TA factor TA means total activity and shows the disinfecting effect of the honey by measuring the natural peroxide activity.,0.460064894802,0.452116550102,0.446317505421,0.474775900059,0.507278806930,0.451747916002,,,0,0,0,0,0,0,,Gauss Curve Data,,,,List,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"In principle, the higher the factor, the more valuable the honey.",0.485717819820,0.505353906346,0.475926596439,0.508102679832,0.556198995880,0.464229490298,,,0,0,0,0,0,0,,Variance,Mean,Stddev,Label,0.6,0.615,0.63,0.645,0.66,0.675,0.69,0.705,0.72,0.735,0.75,0.765,0.78,0.795,0.81,0.825,0.84,0.855,0.87,0.885,0.9,0.915,0.93,0.945,0.96,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Each honey has a TA-factor, but with Manuka honey it is particularly high.",0.423714921804,0.409768671047,0.452524984806,0.409629287561,0.487469071773,0.386064723915,,,0,0,0,0,0,0,,0.002627722424,0.441271408081,0.05126131508,Dignity=0,0.0006443162464,0.0002494593844,0.00008865718465,0.00002892286771,0.000008661280263,0.000002380872605,0.000000600763515,0.0000001391503384,0.00000002958545887,0.000000005774118305,0.000000001034442539,0.000000000170114131,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"We have opted for the TA-Factor, since this factor cannot be influenced unlike other factors and can be clearly measured and not manipulated.",0.471674725891,0.451997721729,0.475174098691,0.515537513162,0.489745608173,0.448391367866,,,0,0,0,0,1,0,,0.002390039294,0.461026293633,0.04888802812,Dignity=1,0.001435358412,0.0005724319885,0.0002077794725,0.00006864305318,0.00002063981278,0.000005648460855,0.000001406920966,0.0000003189513818,0.00000006581039281,0.00000001235889625,0.000000002112419161,0.0000000003286213068,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"The TA factor is ascertained by drawing a sample, applying it to a nutrient agar plate and measuring the percentage of the bacteria on the nutrient plate that have been killed by the honey.",0.419793224686,0.432713944572,0.403852543946,0.464376181887,0.486127930004,0.410807882357,,,0,0,0,0,0,0,,0.002917303855,0.538902514824,0.05401207138,Dignity=2,0.03895502858,0.02737685246,0.01781181205,0.01072845769,0.005982339862,0.003088228821,0.001475884806,0.0006529802594,0.000267455937,0.000101416597,0.00003560167453,0.00001157008148,0.000003481023939,0.0000009695767719,0.0000002500126571,0.00000005968241513,0.00000001318971413,0.000000002698540729,0.0000000005111250569,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MGO factor refers to the level of methylglyoxal in the honey.,0.429184372759,0.440847653306,0.418965502429,0.459129054023,0.465547015481,0.405357587488,,,0,0,0,0,0,0,,0.002484792478,0.456354442497,0.0498476928,Solidarity=0,0.001259057383,0.0005055742871,0.0001854379895,0.00006212790656,0.00001901292819,0.000005314783446,0.000001357051775,0.0000003165057023,0.0000000674281025,0.00000001312123204,0.000000002332290112,0.0000000003786734045,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Methylglyoxal is produced by the degradation of glucose.,0.433482781470,0.426271047677,0.383131397651,0.437039924910,0.410363806208,0.424314113922,,,0,0,0,0,0,0,,0.003288836886,0.499555433459,0.05734838172,Solidarity=1,0.01500547925,0.009171426974,0.005234949058,0.002790464571,0.0013890858,0.0006457585071,0.0002803494487,0.0001136626513,0.00004303525332,0.000015216664,0.000005024617932,0.000001549441353,0.0000004462063504,0.0000001200009977,0.00000003013855822,0.000000007068847198,0.000000001548328903,0.0000000003167133382,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Among other things, MGO is responsible for premature aging of the cells and is also produced during the combustion of diesel.",0.467523006956,0.508980325195,0.444250086156,0.491019519882,0.447178140909,0.486270739046,,,0,0,0,0,0,0,,0.002733011319,0.540617577993,0.05227821075,Solidarity=2,0.04003269153,0.02773279037,0.01769368474,0.01039654261,0.005626075139,0.002803935734,0.001286993993,0.0005440401124,0.0002118025871,0.00007594121419,0.00002507666336,0.0000076261949,0.000002135954454,0.0000005509624642,0.0000001308874402,0.00000002863649582,0.000000005770158056,0.000000001070783038,0.0000000001830042574,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"MGO is also formed when honey is heated, the higher the MGO value, the more likely the honey has been heated.",0.430498329083,0.463578153084,0.443275483125,0.464795707943,0.512413370666,0.427307843096,,,0,0,0,0,0,0,,0.002434440019,0.438617840383,0.04934004478,Plurality=0,0.0003842547126,0.0001357377203,0.00004371623869,0.000012836479,0.000003436449214,0.0000008387544437,0.0000001866468338,0.00000003786755883,0.000000007004463548,0.000000001181254128,0.0000000001816237706,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Our Manuka honey is unheated - because honey should not be exposed to temperatures above 39  C.,0.352850785980,0.388321037071,0.364615884505,0.407386459223,0.409728470947,0.388846460276,,,0,0,0,0,0,0,,0.002301581987,0.529106513855,0.04797480576,Plurality=1,0.02790742649,0.01674303556,0.009109456834,0.004494637152,0.00201113241,0.0008160759229,0.0003003062267,0.0001002171348,0.00003032937769,0.000008323939005,0.000002071753835,0.000000467618071,0.00000009571682694,0.00000001776761654,0.000000002990982862,0.0000000004566069831,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
The MGO value also increases during storing of honey.,0.408460683588,0.435006457622,0.417394200954,0.435900077680,0.460352135652,0.387607132727,,,0,0,0,0,0,0,,0.007142816131,0.527214175419,0.08451518284,Plurality=2,0.0325775752,0.02752302631,0.02253166367,0.01787351544,0.01373872229,0.01023298542,0.007385467836,0.005165035515,0.003500162909,0.002298385377,0.001462436732,0.0009016769521,0.0005386969245,0.0003118585596,0.0001749405496,0.00009509177404,0.00005008585111,0.00002556270522,0.00001264207059,0.000006058278793,0.000002813195698,0.000001265815121,0.0000005518998289,0.0000002331685032,0.00000009545510405,0.000000000167467565,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"If MGO is removed from Manuka honey, it remains antibacterial.",0.347726616227,0.403498090451,0.420824485678,0.368745676994,0.401877402334,0.367820363686,,,0,0,0,0,0,0,,0.002424758515,0.438491774804,0.04924183704,Subsidiarity=0,0.0003737348441,0.0001313717061,0.00004208629675,0.00001228797187,0.000003269793503,0.0000007929778697,0.0000001752679192,0.00000003530566667,0.000000006481671627,0.000000001084501748,0.0000000001653766195,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
